Tanggal;Wilayah;Kecamatan;Kelurahan;Konfirmasi;Konfirmasi Sembuh;Konfirmasi Meninggal;PDP;PDP Sembuh;PDP Meninggal;ODP;ODP Dipantau;ODP Selesai Dipantau
3/23/2020;Surabaya Barat;Asemrowo;Asemrowo;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Barat;Asemrowo;Genting Kalianak;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Barat;Asemrowo;Tambak Sarioso;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Barat;Benowo;Kandangan;0;0;0;0;0;0;2;0;0
3/23/2020;Surabaya Barat;Benowo;Romokalisari;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Barat;Benowo;Sememi;0;0;0;0;0;0;6;0;0
3/23/2020;Surabaya Barat;Benowo;Tambakoso Wilangon;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Barat;Lakarsantri;Bangkingan;1;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Barat;Lakarsantri;Jeruk;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Barat;Lakarsantri;Lakarsantri;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Barat;Lakarsantri;Lidah Kulon;0;0;0;0;0;0;3;0;0
3/23/2020;Surabaya Barat;Lakarsantri;Lidah Wetan;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Barat;Lakarsantri;Sumur Welut;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Barat;Pakal;Babat Jerawat;0;0;0;0;0;0;5;0;0
3/23/2020;Surabaya Barat;Pakal;Benowo;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Barat;Pakal;Pakal;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Barat;Pakal;Sumberejo;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Barat;Sambikerep;Bringin;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Barat;Sambikerep;Lontar;1;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Barat;Sambikerep;Made;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Barat;Sambikerep;Sambikerep;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Barat;Sukomanunggal;Putat Gede;1;0;0;0;0;0;2;0;0
3/23/2020;Surabaya Barat;Sukomanunggal;Simomulyo;1;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Barat;Sukomanunggal;Simomulyo Baru;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Barat;Sukomanunggal;Sono Kwijenan;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Barat;Sukomanunggal;Sukomanunggal;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Barat;Sukomanunggal;Tanjungsari;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Barat;Tandes;Balongsari;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Barat;Tandes;Banjar Sugihan;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Barat;Tandes;Karangpoh;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Barat;Tandes;Manukan Kulon;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Barat;Tandes;Manukan Wetan;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Barat;Tandes;Tandes;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Pusat;Bubutan;Alon-Alon Contong;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Pusat;Bubutan;Bubutan;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Pusat;Bubutan;Gundih;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Pusat;Bubutan;Jepara;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Pusat;Bubutan;Tembok Dukuh;1;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Pusat;Genteng;Embong Kaliasin;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Pusat;Genteng;Genteng;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Pusat;Genteng;Kapasari;0;0;0;0;0;0;2;0;0
3/23/2020;Surabaya Pusat;Genteng;Ketabang;0;0;0;0;0;0;2;0;0
3/23/2020;Surabaya Pusat;Genteng;Peneleh;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Pusat;Simokerto;Kapasan;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Pusat;Simokerto;Sidodadi;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Pusat;Simokerto;Simokerto;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Pusat;Simokerto;Simolawang;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Pusat;Simokerto;Tambakrejo;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Pusat;Tegalsari;Dr. Sutomo;0;0;0;0;0;0;3;0;0
3/23/2020;Surabaya Pusat;Tegalsari;Kedungdoro;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Pusat;Tegalsari;Keputran;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Pusat;Tegalsari;Tegalsari;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Pusat;Tegalsari;Wonorejo Tegalsari;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Selatan;Dukuh Pakis;Dukuh Kupang;1;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Selatan;Dukuh Pakis;Dukuh Pakis;0;0;0;0;0;0;2;0;0
3/23/2020;Surabaya Selatan;Dukuh Pakis;Gunungsari;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Selatan;Dukuh Pakis;Pradahkali Kendal;2;0;0;0;0;0;2;0;0
3/23/2020;Surabaya Selatan;Gayungan;Dukuh Menanggal;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Selatan;Gayungan;Gayungan;0;0;0;0;0;0;2;0;0
3/23/2020;Surabaya Selatan;Gayungan;Ketintang;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Selatan;Gayungan;Menanggal;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Selatan;Jambangan;Jambangan;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Selatan;Jambangan;Karah;0;0;0;0;0;0;2;0;0
3/23/2020;Surabaya Selatan;Jambangan;Kebonsari;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Selatan;Jambangan;Pagesangan;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Selatan;Karang Pilang;Karang Pilang;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Selatan;Karang Pilang;Kebraon;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Selatan;Karang Pilang;Kedurus;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Selatan;Karang Pilang;Warugunung;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Selatan;Sawahan;Banyu Urip;0;0;0;0;0;0;3;0;0
3/23/2020;Surabaya Selatan;Sawahan;Kupang Krajan;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Selatan;Sawahan;Pakis;0;0;0;0;0;0;3;0;0
3/23/2020;Surabaya Selatan;Sawahan;Petemon;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Selatan;Sawahan;Putat Jaya;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Selatan;Sawahan;Sawahan;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Selatan;Wiyung;Babatan;1;0;0;0;0;0;9;0;0
3/23/2020;Surabaya Selatan;Wiyung;Balas Klumprik;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Selatan;Wiyung;Jajar Tunggal;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Selatan;Wiyung;Wiyung;1;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Selatan;Wonocolo;Bendul Merisi;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Selatan;Wonocolo;Jemur Wonosari;0;0;0;1;0;0;0;0;0
3/23/2020;Surabaya Selatan;Wonocolo;Margorejo;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Selatan;Wonocolo;Sidosermo;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Selatan;Wonocolo;SiwalanKerto;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Selatan;Wonokromo;Darmo;1;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Selatan;Wonokromo;Jagir;0;0;0;1;0;0;1;0;0
3/23/2020;Surabaya Selatan;Wonokromo;Ngagel;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Selatan;Wonokromo;Ngagelrejo;2;0;0;0;0;0;2;0;0
3/23/2020;Surabaya Selatan;Wonokromo;Sawunggaling;2;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Selatan;Wonokromo;Wonokromo;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Timur;Gubeng;Airlangga;0;0;0;1;0;0;2;0;0
3/23/2020;Surabaya Timur;Gubeng;Baratajaya;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Timur;Gubeng;Gubeng;0;0;0;1;0;0;1;0;0
3/23/2020;Surabaya Timur;Gubeng;Kertajaya;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Timur;Gubeng;Mojo;0;0;0;0;0;0;3;0;0
3/23/2020;Surabaya Timur;Gubeng;Pucang Sewu;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Timur;Gununganyar;Gunung Anyar;2;0;0;0;0;0;2;0;0
3/23/2020;Surabaya Timur;Gununganyar;Gunung Anyar Tambak;0;0;0;0;0;0;2;0;0
3/23/2020;Surabaya Timur;Gununganyar;Rungkut Menanggal;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Timur;Gununganyar;Rungkut Tengah;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Timur;Mulyorejo;Dukuh Sutorejo;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Timur;Mulyorejo;Kalijudan;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Timur;Mulyorejo;Kalisari;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Timur;Mulyorejo;Kejawen Putih Tambak;0;0;0;0;0;0;3;0;0
3/23/2020;Surabaya Timur;Mulyorejo;Manyar Sabrangan;1;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Timur;Mulyorejo;Mulyorejo;0;0;0;0;0;0;3;0;0
3/23/2020;Surabaya Timur;Rungkut;Kali Rungkut;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Timur;Rungkut;Kedung Baruk;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Timur;Rungkut;Medokan Ayu;0;0;0;0;0;0;2;0;0
3/23/2020;Surabaya Timur;Rungkut;Penjaringan Sari;1;0;0;0;0;0;6;0;0
3/23/2020;Surabaya Timur;Rungkut;Rungkut Kidul;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Timur;Rungkut;Wonorejo Rungkut;0;0;0;1;0;0;3;0;0
3/23/2020;Surabaya Timur;Sukolilo;Gebang Putih;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Timur;Sukolilo;Keputih;0;0;0;0;0;0;7;0;0
3/23/2020;Surabaya Timur;Sukolilo;Klampis Ngasem;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Timur;Sukolilo;Medokan Semampir;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Timur;Sukolilo;Menur Pumpungan;1;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Timur;Sukolilo;Ngiden Jangkungan;0;0;0;0;0;0;3;0;0
3/23/2020;Surabaya Timur;Sukolilo;Semolowaru;0;0;0;0;0;0;5;0;0
3/23/2020;Surabaya Timur;Tambaksari;Dukuh Setro;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Timur;Tambaksari;Gading;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Timur;Tambaksari;Kapasmadya Baru;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Timur;Tambaksari;Pacar Keling;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Timur;Tambaksari;Pacar Kembang;0;0;0;0;0;0;2;0;0
3/23/2020;Surabaya Timur;Tambaksari;Ploso;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Timur;Tambaksari;Rangkah;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Timur;Tambaksari;Tambaksari;0;0;0;0;0;0;1;0;0
3/23/2020;Surabaya Timur;Tenggilis Mejoyo;Kendangsari;0;0;0;0;0;0;2;0;0
3/23/2020;Surabaya Timur;Tenggilis Mejoyo;Kutisari;0;0;0;0;0;0;2;0;0
3/23/2020;Surabaya Timur;Tenggilis Mejoyo;Panjang Jiwo;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Timur;Tenggilis Mejoyo;Tenggilis Mejoyo;0;0;0;1;0;0;3;0;0
3/23/2020;Surabaya Utara;Bulak;Bulak;0;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Utara;Bulak;Kedung Cowek;1;0;0;0;0;0;0;0;0
3/23/2020;Surabaya Utara;Bulak;Kenjeran;1;0;0;0;0;0;0;0;0
